Time,Float_Position,Float_Angle,Posit_Position,Posit_Angle,Quire_Position,Quire_Angle
5.14,0.00697517,0.00159136,0.00697517,0.00159136,0.00697517,0.00159136
5.16,0.00708562,0.00157294,0.00708562,0.00157293,0.00708562,0.00157293
5.18,0.00719166,0.0015544,0.00719166,0.00155439,0.00719166,0.00155439
5.2,0.00729334,0.00153575,0.00729334,0.00153575,0.00729334,0.00153575
5.22,0.00739072,0.001517,0.00739072,0.001517,0.00739072,0.001517
5.24,0.00748385,0.00149816,0.00748386,0.00149816,0.00748386,0.00149816
5.26,0.0075728,0.00147923,0.0075728,0.00147923,0.0075728,0.00147923
5.28,0.00765762,0.00146023,0.00765762,0.00146023,0.00765762,0.00146023
5.3,0.00773836,0.00144116,0.00773836,0.00144116,0.00773836,0.00144116
5.32,0.00781508,0.00142202,0.00781508,0.00142202,0.00781508,0.00142202
5.34,0.00788784,0.00140283,0.00788784,0.00140283,0.00788784,0.00140283
5.36,0.00795669,0.0013836,0.00795669,0.00138359,0.00795669,0.00138359
5.38,0.0080217,0.00136432,0.0080217,0.00136432,0.0080217,0.00136432
5.4,0.00808292,0.001345,0.00808292,0.001345,0.00808292,0.001345
5.42,0.00814041,0.00132566,0.00814041,0.00132566,0.00814041,0.00132566
5.44,0.00819422,0.0013063,0.00819422,0.0013063,0.00819422,0.0013063
5.46,0.00824442,0.00128692,0.00824442,0.00128692,0.00824442,0.00128692
5.48,0.00829105,0.00126753,0.00829105,0.00126753,0.00829105,0.00126753
5.5,0.00833419,0.00124814,0.00833419,0.00124814,0.00833418,0.00124814
5.52,0.00837387,0.00122876,0.00837387,0.00122876,0.00837387,0.00122876
5.54,0.00841017,0.00120938,0.00841017,0.00120938,0.00841017,0.00120938
5.56,0.00844313,0.00119002,0.00844313,0.00119002,0.00844313,0.00119002
5.58,0.00847282,0.00117068,0.00847282,0.00117068,0.00847282,0.00117068
5.6,0.00849929,0.00115137,0.00849929,0.00115137,0.00849929,0.00115137
5.62,0.0085226,0.00113209,0.00852259,0.00113209,0.00852259,0.00113209
5.64,0.0085428,0.00111285,0.0085428,0.00111285,0.00854279,0.00111285
5.66,0.00855995,0.00109365,0.00855995,0.00109364,0.00855995,0.00109364
5.68,0.00857411,0.00107449,0.0085741,0.00107449,0.0085741,0.00107449
5.7,0.00858533,0.00105539,0.00858532,0.00105539,0.00858532,0.00105539
5.72,0.00859367,0.00103635,0.00859366,0.00103635,0.00859366,0.00103635
5.74,0.00859918,0.00101737,0.00859917,0.00101737,0.00859917,0.00101737
5.76,0.00860192,0.000998456,0.00860191,0.000998455,0.00860191,0.000998455
5.78,0.00860194,0.000979614,0.00860193,0.000979612,0.00860193,0.000979612
5.8,0.0085993,0.000960847,0.00859929,0.000960846,0.00859929,0.000960846
5.82,0.00859405,0.000942161,0.00859405,0.000942159,0.00859405,0.000942159
5.84,0.00858625,0.000923559,0.00858624,0.000923557,0.00858624,0.000923557
5.86,0.00857595,0.000905044,0.00857594,0.000905043,0.00857594,0.000905043
5.88,0.0085632,0.000886623,0.00856319,0.000886621,0.00856319,0.000886621
5.9,0.00854806,0.000868297,0.00854805,0.000868295,0.00854805,0.000868295
5.92,0.00853058,0.000850071,0.00853057,0.000850069,0.00853057,0.000850069
5.94,0.00851081,0.000831948,0.0085108,0.000831947,0.0085108,0.000831947
5.96,0.0084888,0.000813933,0.00848879,0.000813931,0.00848879,0.000813931
5.98,0.00846461,0.000796028,0.0084646,0.000796026,0.0084646,0.000796026
6,0.00843828,0.000778236,0.00843828,0.000778234,0.00843828,0.000778234
6.02,0.00840988,0.000760562,0.00840987,0.00076056,0.00840987,0.00076056
6.04,0.00837944,0.000743007,0.00837944,0.000743006,0.00837943,0.000743006
6.06,0.00834703,0.000725576,0.00834702,0.000725574,0.00834702,0.000725574
6.08,0.00831268,0.000708271,0.00831267,0.000708269,0.00831267,0.000708269
6.1,0.00827645,0.000691094,0.00827644,0.000691092,0.00827644,0.000691092
6.12,0.00823838,0.000674049,0.00823838,0.000674047,0.00823838,0.000674047
6.14,0.00819854,0.000657138,0.00819853,0.000657136,0.00819853,0.000657136
6.16,0.00815696,0.000640364,0.00815695,0.000640362,0.00815695,0.000640362
6.18,0.00811369,0.000623729,0.00811368,0.000623727,0.00811368,0.000623727
6.2,0.00806877,0.000607236,0.00806877,0.000607234,0.00806876,0.000607234
6.22,0.00802227,0.000590886,0.00802226,0.000590884,0.00802226,0.000590884
6.24,0.00797422,0.000574682,0.00797421,0.00057468,0.00797421,0.00057468
6.26,0.00792466,0.000558626,0.00792466,0.000558624,0.00792466,0.000558624
6.28,0.00787366,0.00054272,0.00787365,0.000542719,0.00787365,0.000542719
6.3,0.00782124,0.000526966,0.00782123,0.000526965,0.00782123,0.000526965
6.32,0.00776745,0.000511366,0.00776744,0.000511365,0.00776744,0.000511365
6.34,0.00771234,0.000495921,0.00771233,0.00049592,0.00771233,0.00049592
6.36,0.00765596,0.000480634,0.00765595,0.000480632,0.00765595,0.000480632
6.38,0.00759834,0.000465505,0.00759833,0.000465503,0.00759832,0.000465503
6.4,0.00753952,0.000450536,0.00753951,0.000450534,0.00753951,0.000450534
6.42,0.00747956,0.000435729,0.00747955,0.000435727,0.00747955,0.000435727
6.44,0.00741848,0.000421084,0.00741847,0.000421083,0.00741847,0.000421083
6.46,0.00735634,0.000406604,0.00735633,0.000406603,0.00735633,0.000406603
6.48,0.00729318,0.00039229,0.00729317,0.000392288,0.00729317,0.000392288
6.5,0.00722902,0.000378141,0.00722901,0.00037814,0.00722901,0.00037814
6.52,0.00716392,0.00036416,0.00716391,0.000364159,0.00716391,0.000364159
6.54,0.00709791,0.000350348,0.0070979,0.000350347,0.0070979,0.000350347
6.56,0.00703104,0.000336705,0.00703102,0.000336704,0.00703102,0.000336704
6.58,0.00696333,0.000323232,0.00696332,0.000323231,0.00696332,0.000323231
6.6,0.00689483,0.00030993,0.00689481,0.000309929,0.00689481,0.000309929
6.62,0.00682557,0.0002968,0.00682556,0.000296798,0.00682556,0.000296798
6.64,0.00675559,0.000283841,0.00675558,0.00028384,0.00675558,0.00028384
6.66,0.00668493,0.000271056,0.00668492,0.000271055,0.00668492,0.000271055
6.68,0.00661362,0.000258444,0.00661361,0.000258442,0.00661361,0.000258442
6.7,0.0065417,0.000246005,0.00654169,0.000246004,0.00654169,0.000246004
6.72,0.0064692,0.00023374,0.00646919,0.000233739,0.00646919,0.000233739
6.74,0.00639616,0.00022165,0.00639615,0.000221649,0.00639615,0.000221649
6.76,0.0063226,0.000209734,0.00632259,0.000209733,0.00632259,0.000209733
6.78,0.00624857,0.000197993,0.00624856,0.000197992,0.00624856,0.000197992
6.8,0.0061741,0.000186427,0.00617409,0.000186425,0.00617409,0.000186425
6.82,0.00609921,0.000175035,0.0060992,0.000175034,0.0060992,0.000175034
6.84,0.00602394,0.000163819,0.00602393,0.000163817,0.00602393,0.000163817
6.86,0.00594832,0.000152777,0.00594831,0.000152776,0.00594831,0.000152776
6.88,0.00587238,0.00014191,0.00587237,0.000141909,0.00587236,0.000141909
6.9,0.00579615,0.000131218,0.00579613,0.000131217,0.00579613,0.000131217
6.92,0.00571965,0.0001207,0.00571964,0.000120699,0.00571964,0.000120699
6.94,0.00564293,0.000110356,0.00564292,0.000110355,0.00564292,0.000110355
6.96,0.005566,0.000100186,0.00556599,0.000100185,0.00556599,0.000100185
6.98,0.0054889,9.01898e-05,0.00548889,9.01887e-05,0.00548889,9.01887e-05
7,0.00541165,8.03664e-05,0.00541164,8.03654e-05,0.00541164,8.03654e-05
7.02,0.00533428,7.07158e-05,0.00533427,7.07148e-05,0.00533427,7.07148e-05
7.04,0.00525681,6.12373e-05,0.0052568,6.12363e-05,0.0052568,6.12363e-05
7.06,0.00517928,5.19305e-05,0.00517927,5.19295e-05,0.00517927,5.19295e-05
7.08,0.0051017,4.27947e-05,0.00510169,4.27938e-05,0.00510169,4.27938e-05
7.1,0.0050241,3.38294e-05,0.00502409,3.38285e-05,0.00502409,3.38285e-05
7.12,0.00494651,2.50339e-05,0.0049465,2.50331e-05,0.0049465,2.50331e-05
7.14,0.00486895,1.64075e-05,0.00486894,1.64067e-05,0.00486894,1.64067e-05
7.16,0.00479144,7.94956e-06,0.00479143,7.94874e-06,0.00479143,7.94873e-06
7.18,0.004714,-3.40818e-07,0.00471399,-3.41609e-07,0.00471399,-3.41616e-07
7.2,0.00463667,-8.46438e-06,0.00463666,-8.46515e-06,0.00463666,-8.46516e-06
7.22,0.00455945,-1.6422e-05,0.00455944,-1.64227e-05,0.00455944,-1.64227e-05
7.24,0.00448238,-2.42145e-05,0.00448237,-2.42152e-05,0.00448237,-2.42152e-05
7.26,0.00440547,-3.18428e-05,0.00440546,-3.18435e-05,0.00440546,-3.18435e-05
7.28,0.00432874,-3.93079e-05,0.00432873,-3.93085e-05,0.00432873,-3.93085e-05
7.3,0.00425222,-4.66107e-05,0.00425221,-4.66113e-05,0.00425221,-4.66113e-05
7.32,0.00417592,-5.37522e-05,0.00417591,-5.37528e-05,0.00417591,-5.37528e-05
7.34,0.00409986,-6.07335e-05,0.00409985,-6.07341e-05,0.00409985,-6.07341e-05
7.36,0.00402406,-6.75556e-05,0.00402405,-6.75562e-05,0.00402405,-6.75562e-05
7.38,0.00394855,-7.42196e-05,0.00394854,-7.42202e-05,0.00394854,-7.42202e-05
7.4,0.00387332,-8.07267e-05,0.00387331,-8.07272e-05,0.00387331,-8.07272e-05
7.42,0.00379842,-8.70779e-05,0.00379841,-8.70784e-05,0.00379841,-8.70784e-05
7.44,0.00372384,-9.32745e-05,0.00372383,-9.3275e-05,0.00372383,-9.3275e-05
7.46,0.00364961,-9.93176e-05,0.0036496,-9.93181e-05,0.0036496,-9.93181e-05
7.48,0.00357574,-0.000105208,0.00357573,-0.000105209,0.00357573,-0.000105209
7.5,0.00350225,-0.000110948,0.00350224,-0.000110949,0.00350224,-0.000110949
7.52,0.00342916,-0.000116538,0.00342915,-0.000116539,0.00342915,-0.000116539
7.54,0.00335648,-0.00012198,0.00335647,-0.00012198,0.00335647,-0.00012198
7.56,0.00328421,-0.000127274,0.0032842,-0.000127275,0.0032842,-0.000127275
7.58,0.00321239,-0.000132423,0.00321238,-0.000132423,0.00321238,-0.000132423
7.6,0.00314101,-0.000137427,0.003141,-0.000137428,0.003141,-0.000137428
7.62,0.0030701,-0.000142288,0.00307009,-0.000142288,0.00307009,-0.000142288
7.64,0.00299967,-0.000147007,0.00299966,-0.000147008,0.00299966,-0.000147008
7.66,0.00292972,-0.000151586,0.00292971,-0.000151586,0.00292971,-0.000151586
7.68,0.00286027,-0.000156026,0.00286026,-0.000156026,0.00286026,-0.000156026
7.7,0.00279133,-0.000160328,0.00279132,-0.000160328,0.00279132,-0.000160328
7.72,0.00272292,-0.000164494,0.00272291,-0.000164495,0.00272291,-0.000164495
7.74,0.00265504,-0.000168526,0.00265503,-0.000168526,0.00265503,-0.000168526
7.76,0.0025877,-0.000172424,0.00258769,-0.000172424,0.00258769,-0.000172424
7.78,0.00252092,-0.000176191,0.00252091,-0.000176191,0.00252091,-0.000176191
7.8,0.0024547,-0.000179827,0.00245469,-0.000179827,0.00245469,-0.000179827
7.82,0.00238905,-0.000183334,0.00238904,-0.000183334,0.00238904,-0.000183334
7.84,0.00232398,-0.000186714,0.00232397,-0.000186715,0.00232397,-0.000186715
7.86,0.0022595,-0.000189969,0.00225949,-0.000189969,0.00225949,-0.000189969
7.88,0.00219562,-0.000193099,0.00219561,-0.000193099,0.00219561,-0.000193099
7.9,0.00213234,-0.000196107,0.00213233,-0.000196107,0.00213233,-0.000196107
7.92,0.00206968,-0.000198993,0.00206967,-0.000198993,0.00206967,-0.000198993
7.94,0.00200763,-0.00020176,0.00200762,-0.00020176,0.00200762,-0.00020176
7.96,0.00194621,-0.000204409,0.00194621,-0.000204409,0.00194621,-0.000204409
7.98,0.00188543,-0.000206941,0.00188542,-0.000206941,0.00188542,-0.000206941
8,0.00182528,-0.000209358,0.00182527,-0.000209358,0.00182527,-0.000209358
8.02,0.00176578,-0.000211662,0.00176577,-0.000211662,0.00176577,-0.000211662
8.04,0.00170693,-0.000213854,0.00170692,-0.000213854,0.00170692,-0.000213854
8.06,0.00164873,-0.000215936,0.00164872,-0.000215936,0.00164872,-0.000215936
8.08,0.0015912,-0.000217909,0.00159119,-0.000217909,0.00159119,-0.000217909
8.1,0.00153432,-0.000219775,0.00153432,-0.000219775,0.00153432,-0.000219775
8.12,0.00147812,-0.000221535,0.00147811,-0.000221535,0.00147811,-0.000221535
8.14,0.00142259,-0.000223192,0.00142258,-0.000223192,0.00142258,-0.000223192
8.16,0.00136774,-0.000224746,0.00136773,-0.000224746,0.00136773,-0.000224746
8.18,0.00131356,-0.000226199,0.00131356,-0.000226199,0.00131356,-0.000226199
8.2,0.00126007,-0.000227553,0.00126006,-0.000227553,0.00126006,-0.000227553
8.22,0.00120727,-0.00022881,0.00120726,-0.00022881,0.00120726,-0.00022881
8.24,0.00115515,-0.00022997,0.00115514,-0.00022997,0.00115514,-0.00022997
8.26,0.00110372,-0.000231036,0.00110371,-0.000231036,0.00110371,-0.000231036
8.28,0.00105299,-0.000232009,0.00105298,-0.000232009,0.00105298,-0.000232009
8.3,0.00100295,-0.000232891,0.00100294,-0.000232891,0.00100294,-0.000232891
8.32,0.000953603,-0.000233683,0.000953597,-0.000233683,0.000953597,-0.000233683
8.34,0.000904956,-0.000234386,0.00090495,-0.000234386,0.00090495,-0.000234386
8.36,0.000857007,-0.000235003,0.000857001,-0.000235003,0.000857002,-0.000235003
8.38,0.000809758,-0.000235535,0.000809752,-0.000235535,0.000809752,-0.000235535
8.4,0.000763207,-0.000235983,0.000763202,-0.000235983,0.000763202,-0.000235983
8.42,0.000717357,-0.000236349,0.000717352,-0.000236349,0.000717352,-0.000236349
8.44,0.000672207,-0.000236635,0.000672201,-0.000236635,0.000672201,-0.000236635
8.46,0.000627756,-0.000236842,0.000627751,-0.000236842,0.000627751,-0.000236842
8.48,0.000584005,-0.000236971,0.000584,-0.000236971,0.000584,-0.000236971
8.5,0.000540954,-0.000237024,0.000540949,-0.000237024,0.000540949,-0.000237024
8.52,0.0004986,-0.000237003,0.000498595,-0.000237003,0.000498595,-0.000237003
8.54,0.000456944,-0.000236909,0.000456939,-0.000236909,0.000456939,-0.000236909
8.56,0.000415984,-0.000236744,0.000415979,-0.000236744,0.000415979,-0.000236744
8.58,0.000375719,-0.000236509,0.000375714,-0.000236508,0.000375714,-0.000236508
8.6,0.000336147,-0.000236205,0.000336143,-0.000236205,0.000336143,-0.000236205
8.62,0.000297268,-0.000235834,0.000297263,-0.000235834,0.000297263,-0.000235834
8.64,0.000259077,-0.000235398,0.000259073,-0.000235398,0.000259073,-0.000235398
8.66,0.000221575,-0.000234897,0.000221571,-0.000234897,0.000221571,-0.000234897
8.68,0.000184758,-0.000234334,0.000184754,-0.000234334,0.000184754,-0.000234334
8.7,0.000148625,-0.00023371,0.000148621,-0.00023371,0.000148621,-0.00023371
8.72,0.000113172,-0.000233026,0.000113168,-0.000233026,0.000113168,-0.000233026
8.74,7.83966e-05,-0.000232284,7.83927e-05,-0.000232284,7.83928e-05,-0.000232284
8.76,4.42964e-05,-0.000231485,4.42927e-05,-0.000231485,4.42928e-05,-0.000231484
8.78,1.08683e-05,-0.00023063,1.08646e-05,-0.00023063,1.08647e-05,-0.00023063
8.8,-2.18911e-05,-0.000229721,-2.18946e-05,-0.000229721,-2.18945e-05,-0.000229721
8.82,-5.39849e-05,-0.000228759,-5.39884e-05,-0.000228759,-5.39882e-05,-0.000228759
8.84,-8.54166e-05,-0.000227746,-8.542e-05,-0.000227746,-8.54199e-05,-0.000227746
8.86,-0.00011619,-0.000226683,-0.000116193,-0.000226682,-0.000116193,-0.000226682
8.88,-0.000146308,-0.00022557,-0.000146312,-0.00022557,-0.000146312,-0.00022557
8.9,-0.000175776,-0.000224411,-0.000175779,-0.000224411,-0.000175779,-0.000224411
8.92,-0.000204597,-0.000223205,-0.0002046,-0.000223205,-0.0002046,-0.000223205
8.94,-0.000232775,-0.000221955,-0.000232778,-0.000221954,-0.000232777,-0.000221954
8.96,-0.000260314,-0.000220661,-0.000260317,-0.00022066,-0.000260317,-0.00022066
8.98,-0.000287219,-0.000219324,-0.000287222,-0.000219324,-0.000287221,-0.000219324
9,-0.000313494,-0.000217947,-0.000313497,-0.000217947,-0.000313496,-0.000217947
9.02,-0.000339143,-0.00021653,-0.000339146,-0.00021653,-0.000339146,-0.00021653
9.04,-0.000364172,-0.000215075,-0.000364175,-0.000215074,-0.000364175,-0.000215074
9.06,-0.000388585,-0.000213582,-0.000388588,-0.000213581,-0.000388588,-0.000213581
9.08,-0.000412387,-0.000212053,-0.00041239,-0.000212053,-0.000412389,-0.000212053
9.1,-0.000435583,-0.000210489,-0.000435585,-0.000210489,-0.000435585,-0.000210489
9.12,-0.000458177,-0.000208892,-0.000458179,-0.000208891,-0.000458179,-0.000208891
9.14,-0.000480175,-0.000207262,-0.000480178,-0.000207261,-0.000480177,-0.000207261
9.16,-0.000501583,-0.0002056,-0.000501585,-0.0002056,-0.000501585,-0.0002056
9.18,-0.000522404,-0.000203909,-0.000522406,-0.000203908,-0.000522406,-0.000203908
9.2,-0.000542646,-0.000202188,-0.000542648,-0.000202188,-0.000542648,-0.000202188
9.22,-0.000562312,-0.000200439,-0.000562314,-0.000200439,-0.000562314,-0.000200439
9.24,-0.000581409,-0.000198664,-0.000581411,-0.000198664,-0.000581411,-0.000198664
9.26,-0.000599942,-0.000196863,-0.000599944,-0.000196862,-0.000599944,-0.000196862
9.28,-0.000617917,-0.000195037,-0.000617918,-0.000195037,-0.000617918,-0.000195037
9.3,-0.000635339,-0.000193187,-0.00063534,-0.000193187,-0.00063534,-0.000193187
9.32,-0.000652214,-0.000191315,-0.000652215,-0.000191315,-0.000652215,-0.000191315
9.34,-0.000668548,-0.000189421,-0.000668549,-0.000189421,-0.000668549,-0.000189421
9.36,-0.000684347,-0.000187507,-0.000684348,-0.000187507,-0.000684348,-0.000187507
9.38,-0.000699616,-0.000185573,-0.000699617,-0.000185573,-0.000699617,-0.000185573
9.4,-0.000714362,-0.000183621,-0.000714363,-0.000183621,-0.000714363,-0.000183621
9.42,-0.00072859,-0.000181651,-0.000728591,-0.000181651,-0.000728591,-0.000181651
9.44,-0.000742306,-0.000179665,-0.000742307,-0.000179664,-0.000742307,-0.000179664
9.46,-0.000755517,-0.000177663,-0.000755518,-0.000177662,-0.000755518,-0.000177662
9.48,-0.000768229,-0.000175646,-0.00076823,-0.000175645,-0.00076823,-0.000175645
9.5,-0.000780447,-0.000173615,-0.000780448,-0.000173615,-0.000780448,-0.000173615
9.52,-0.000792178,-0.000171572,-0.000792179,-0.000171571,-0.000792179,-0.000171571
9.54,-0.000803428,-0.000169516,-0.000803429,-0.000169516,-0.000803429,-0.000169516
9.56,-0.000814204,-0.000167449,-0.000814204,-0.000167449,-0.000814204,-0.000167449
9.58,-0.00082451,-0.000165372,-0.000824511,-0.000165372,-0.000824511,-0.000165372
9.6,-0.000834354,-0.000163286,-0.000834355,-0.000163286,-0.000834355,-0.000163286
9.62,-0.000843743,-0.000161191,-0.000843743,-0.000161191,-0.000843743,-0.000161191
9.64,-0.000852681,-0.000159089,-0.000852681,-0.000159088,-0.000852681,-0.000159088
9.66,-0.000861175,-0.000156979,-0.000861176,-0.000156979,-0.000861175,-0.000156979
9.68,-0.000869233,-0.000154863,-0.000869233,-0.000154863,-0.000869233,-0.000154863
9.7,-0.000876859,-0.000152742,-0.000876859,-0.000152742,-0.000876859,-0.000152742
9.72,-0.000884061,-0.000150616,-0.000884061,-0.000150616,-0.000884061,-0.000150616
9.74,-0.000890844,-0.000148487,-0.000890844,-0.000148486,-0.000890844,-0.000148486
9.76,-0.000897215,-0.000146354,-0.000897215,-0.000146354,-0.000897215,-0.000146354
9.78,-0.000903181,-0.000144219,-0.000903181,-0.000144219,-0.000903181,-0.000144219
9.8,-0.000908747,-0.000142082,-0.000908747,-0.000142082,-0.000908747,-0.000142082
9.82,-0.00091392,-0.000139944,-0.00091392,-0.000139944,-0.000913919,-0.000139944
9.84,-0.000918706,-0.000137806,-0.000918706,-0.000137806,-0.000918705,-0.000137806
9.86,-0.000923111,-0.000135668,-0.000923111,-0.000135668,-0.000923111,-0.000135668
9.88,-0.000927143,-0.000133532,-0.000927142,-0.000133531,-0.000927142,-0.000133531
9.9,-0.000930806,-0.000131396,-0.000930806,-0.000131396,-0.000930806,-0.000131396
9.92,-0.000934108,-0.000129264,-0.000934107,-0.000129263,-0.000934107,-0.000129263
9.94,-0.000937054,-0.000127134,-0.000937054,-0.000127133,-0.000937053,-0.000127133
9.96,-0.000939651,-0.000125007,-0.000939651,-0.000125007,-0.00093965,-0.000125007
9.98,-0.000941905,-0.000122885,-0.000941905,-0.000122884,-0.000941904,-0.000122884
